Airliner_code,Airliner_name,Airliner_RT
BRU ,Belavia Belarusian Airlines ,BELARUS AVIA 
BRW ,Bright Aviation Services ,BRIGHT SERVICES 
BNF ,Braniff International Airways ,Braniff 
BRX ,Buffalo Express Airlines ,BUFF EXPRESS 
BRY ,Burundayavia ,BURAIR 
BSC ,Bistair - Fez ,BIG SHOT 
BSD ,Blue Star Airlines ,AIRLINES STAR 
BSI ,Brasair Transportes Aéreos ,BRASAIR 
BSJ ,Blue Swan Aviation ,BLUE SWAN 
BSS ,Bissau Aero Transporte ,BISSAU AIRSYSTEM 
BST ,Best Air ,TUNCA 
BSW ,Blue Sky Airways ,SKY BLUE 
BSY ,Big Sky Airlines ,BIG SKY 
BTC ,BAL Bashkirian Airlines ,BASHKIRIAN 
BTH ,Baltijas Helicopters ,BALTIJAS HELICOPTERS 
BTK ,Baltyka ,BALTYKA 
BTL ,Baltia Air Lines ,BALTIA 
BTR ,Botir-Avia ,BOTIR-AVIA 
GAA ,Business Express ,BIZEX 
BTT ,BT-Slavuta ,BEETEE-SLAVUTA 
BTV ,Batavia Air ,BATAVIA 
BTZ ,Bristow U.S. LLC ,BRISTOW 
BUC ,Bulgarian Air Charter ,BULGARIAN CHARTER 
BUL ,Blue Airlines ,BLUE AIRLINES 
BUN ,Buryat Airlines Aircompany ,BURAL 
BUZ ,Buzz Stansted ,BUZZ 
BVA ,Buffalo Airways ,BUFFALO AIR 
BVC ,Bulgarian Aeronautical Centre ,BULGARIAN WINGS 
BVN ,Baron Aviation Services ,SHOW-ME 
BVT ,Berjaya Air ,BERJAYA 
BWG ,Blue Wings ,BLUE WINGS 
BWI ,Blue Wing Airlines ,BLUE TAIL 
BWL ,British World Airlines ,BRITWORLD 
BXA ,Bahrain Executive Air Services ,BEXAIR 
BXH ,Bar XH Air ,PALLISER 
BXI ,Brussels International Airlines ,XENIA 
BYA ,Berry Aviation ,BERRY 
BYC ,Cambodia Bayon Airlines ,Bayon Air 
BYF ,San Carlos Flight Center ,BAY FLIGHT 
BYL ,Bylina Joint-Stock Company ,BYLINA 
BYE ,Bayu Indonesia Air ,BAYU 
BZA ,Bizair Fluggesellschaft ,BERLIN BEAR 
BZH ,Brit Air ,BRITAIR 
BZZ ,Butane Buzzard Aviation Corporation ,BUZZARD 
AUJ ,Business Flight Salzburg ,AUSTROJET 
CKM ,BKS Air (Rivaflecha) ,COSMOS 
CLF ,Bristol Flying Centre ,CLIFTON 
CLN ,Barnes Olsen Aeroleasing ,SEELINE 
CPJ ,Baltimore Air Transport ,CORPJET 
CXS ,Boston-Maine Airways ,CLIPPER CONNECTION 
BEL ,Brussels Airlines ,BEE-LINE 
EAH ,Baltimore Airways ,EASTERN 
EBA ,Bond Aviation ,BOND AVIATION 
EXB ,Brazilian Army Aviation ,BRAZILIAN ARMY 
EXP ,Business Express Delivery ,EXPRESS AIR 
HAW ,Bangkok Aviation Center ,THAI HAWK 
HAX ,Benair ,SCOOP 
IBB ,Binter Canarias ,BINTER 
IRJ ,Bonyad Airlines ,BONYAD AIR 
IVR ,Burundaiavia ,RERUN 
BLA ,Blue Air ,BLUE AIR 
LAJ ,British Mediterranean Airways ,BEE MED 
LBY ,Belle Air ,ALBAN-BELLE 
LED ,Blom Geomatics ,SWEEPER 
LTL ,Benin Littoral Airways ,LITTORAL 
LXJ ,Bombardier Business Jet Solutions ,FLEXJET 
LZB ,Bulgaria Air ,FLYING BULGARIA 
MBR ,Brazilian Navy Aviation ,BRAZILIAN NAVY 
NKF ,Barents AirLink ,NORDFLIGHT 
NYB ,Belgian Navy ,BELGIAN NAVY 
OGJ ,Bakoji Airlines Services ,BAKO AIR 
PEB ,Benders Air ,PALEMA 
PNT ,Balmoral Central Contracts ,PORTNET 
POI ,BGB Air ,BOJBAN 
PPS ,Butte Aviation ,PIPESTONE 
RHD ,Bond Air Services ,RED HEAD 
RLR ,Business Airfreight ,RATTLER 
RPX ,BAC Express Airlines ,RAPEX 
RRS ,Boscombe Down DERA (Formation) ,BLACKBOX 
SCJ ,Business Jet Sweden ,SCANJET 
SHT ,British Airways Shuttle ,SHUTTLE 
SKH ,British Sky Broadcasting ,SKYNEWS 
TXB ,Bell Helicopter Textron ,TEXTRON 
UKA ,Buzzaway Limited ,UKAY 
VLX ,Biz Jet Charter ,AVOLAR 
VOL ,Blue Chip Jet ,BLUE SPEED 
WFD ,BAE Systems ,AVRO 
WTN ,BAE Systems ,TARNISH 
XMS ,British Airways Santa ,SANTA 
ZBA ,Boskovic Air Charters Limited ,BOSKY 
BLM ,Blue Sky Airlines ,BLUE ARMENIA 
JMP ,Businesswings ,JUMP RUN 
CFE ,BA CityFlyer ,FLYER 
BOV ,Boliviana de Aviación ,BOLIVIANA 
BRJ ,Borajet ,BORA JET 
BWA ,Caribbean Airlines ,CARIBBEAN AIRLINES 
QAI ,Conquest Air ,CHICKPEA 
CRF ,Croix Rouge Francais ,CROIX ROUGE 
CBH ,Corporate Eagle Management Services ,CLUB HOUSE 
CCT ,Connect Air ,CONNECT 
CME ,Commerce Bank ,COMMERCE BANK 
CAA ,Civil Aviation Authority of the Czech Republic ,INSPECTOR 
BKR ,Civil Air Patrol South Carolina Wing ,BOX KAR 
AWX ,Civil Aviation Authority Directorate of Airspace Policy ,ALLWEATHER 
BBN ,Civil Aviation Authority Airworthiness Division ,BRABAZON 
ATQ ,CHC Helicopters Nigeria ,COLIBRI 
APL ,Corporativo Aereo Principal ,AEREO PRINCIPAL 
AIO ,"Chief of Staff, United States Air Force ",AIR CHIEF 
AID ,Christian Konig - Century Airbirds ,CENTURY AIRBIRD 
PWD ,Pawa Dominicana ,Pawa Dominicana 
SMW ,Carpatair Flight Service ,SMART WINGS 
CCL ,Cambodia Airlines ,ANGKOR WAT 
CCB ,Caricom Airways ,DOLPHIN 
CYH ,China Southern Airlines Henan ,YUHAO 
CFB ,Chongqing Forebase General Aviation ,FOREBASE 
XCA ,Colt Transportes Aereos ,COLT 
GCY ,CHC Global Operations International ,HELIBIRD 
TIP ,C and M Aviation ,TRANSPAC 
SRJ ,C Air Jet Airlines ,SYRJET 
ORO ,C N Air ,CAPRI 
RWG ,C&M Airways ,RED WING 
RMU ,"C.S.P., Societe ",AIR-MAUR 
CJZ ,Caliber Jet ,CALIBER JET 
CRC ,Cameroon Airlines Corporation ,CAMAIRCO 
AUN ,Common Sky ,COMMON SKY 
CBI ,Cabi ,CABI 
CPI ,Compagnia Aerea Italiana ,AIRCAI 
ICL ,CAL Cargo Air Lines ,CAL 
CMR ,CAM Air Management ,CAMEO 
CTZ ,CATA Línea Aérea ,CATA 
CCF ,CCF Manager Airline ,TOMCAT 
CED ,CEDTA (Compañía Ecuatoriana De Transportes Aéreos) ,CEDTA 
HBI ,CHC Denmark ,HELIBIRD 
HEM ,CHC Helicopter ,HEMS 
SCH ,CHC Airways ,SCHREINER 
HKS ,CHC Helikopter Service ,HELIBUS 
VCI ,CI-Tours ,CI-TOURS 
CMZ ,CM Stair ,CEE-EM STAIRS 
CNT ,Centre national d'études des télécommunications - C.N.E.T. ,KNET 
OAP ,COAPA AIR ,COAPA 
PDR ,COMAV ,SPEEDSTER 
CRH ,CRI Helicopters Mexico ,HELI-MEX 
IRO ,CSA Air ,IRON AIR 
CSE ,CSE Aviation ,OXFORD 
CTQ ,CTK Network Aviation ,CITYLINK 
CBR ,Cabair College of Air Training ,CABAIR 
CVE ,Cabo Verde Express ,KABEX 
CWD ,Caernarfon Airworld ,AMBASSADOR 
CXE ,Caicos Express Airways ,CAICOS 
CGC ,Cal Gulf Aviation ,CAL-GULF 
REZ ,Cal-West Aviation ,CAL AIR 
CSL ,California Air Shuttle ,CALIFORNIA SHUTTLE 
CMV ,Calima Aviación ,CALIMA 
CAV ,Calm Air ,CALM AIR 
CAM ,Camai Air ,AIR CAMAI 
KHV ,Cambodia Angkor Air ,ANGKOR AIR 
UYC ,Cameroon Airlines ,CAM-AIR 
HSO ,Campania Helicopteros De Transporte ,HELIASTURIAS 
CJA ,CanJet ,CANJET 
PIL ,Canada Jet Charters ,PINNACLE 
CDN ,Canadian Airlines ,CANADIAN 
CTG ,Canadian Coast Guard ,CANADIAN COAST GUARD 
HIA ,Canadian Eagle Aviation ,HAIDA 
CFC ,Canadian Forces ,CANFORCE 
BZD ,Canadian Global Air Ambulance ,BLIZZARD 
CDN ,Canadian Helicopters ,CANADIAN 
TKR ,Canadian Interagency Forest Fire Centre ,TANKER 
MPE ,Canadian North ,EMPRESS 
CPC ,Canadian Pacific Airlines ,EMPRESS 
CDR ,Canadian Regional Airlines ,CANADIAN REGIONAL 
CWH ,Canadian Warplane Heritage Museum ,WARPLANE HERITAGE 
CWA ,Canadian Western Airlines ,CANADIAN WESTERN 
CWW ,Canair ,CANAIR 
CUI ,Cancun Air ,CAN-AIR 
KAP ,Cape Air ,CAIR 
SEM ,Cape Central Airways ,SEMO 
CMY ,Cape Smythe Air ,CAPE SMYTHE AIR 
CPX ,Capital Air Service ,CAPAIR 
CPD ,Capital Airlines ,CAPITAL DELTA 
NCP ,Capital Airlines Limited ,CAPITAL SHUTTLE 
CCI ,Capital Cargo International Airlines ,CAPPY 
CCQ ,Capital City Air Carriers ,CAP CITY 
EGL ,Capital Trading Aviation ,PRESTIGE 
CEX ,Capitol Air Express ,CAPITOL EXPRESS 
CWZ ,Capitol Wings Airline ,CAPWINGS 
VAN ,Caravan Air ,CAMEL 
CWN ,Cardiff Wales Flying Club ,CAMBRIAN 
FVA ,Cardinal/Air Virginia ,AIR VIRGINIA 
GOL ,Cardolaar ,CARGOLAAR 
CDI ,Cards Air Services ,CARDS 
CFH ,CareFlight ,CARE FLIGHT 
CDM ,Carga Aérea Dominicana ,CARGA AEREA 
EST ,Carga Express Internacional ,CARGAINTER 
GGC ,Cargo 360 ,LONG-HAUL 
MCX ,Cargo Express ,MAURICARGO 
CRV ,Cargo Ivoire ,CARGOIV 
CLM ,Cargo Link (Caribbean) ,CARGO LINK 
CLA ,Cargo Logic Air ,FIREBIRD 
CTW ,Cargo Three ,THIRD CARGO 
CRG ,Cargoitalia ,WHITE PELICAN 
CJT ,Cargojet Airways ,CARGOJET 
CLX ,Cargolux ,CARGOLUX 
ICV ,Cargolux Italia ,CARGO MED 
CGM ,Cargoman ,HOTEL CHARLIE 
DEL ,Carib Aviation ,RED TAIL 
BCB ,Carib Express ,WAVEBIRD 
PWD ,CARIBAIR ,CARIBAIR 
DCC ,Caribbean Air Cargo ,CARICARGO 
CLT ,Caribbean Air Transport ,CARIBBEAN 
BWA ,Caribbean Airlines ,CARIBBEAN 
IQQ ,Caribbean Airways ,CARIBJET 
CSX ,Choice Airways ,CHOICE AIR 
TLC ,Caribbean Express ,CARIB-X 
GFI ,Caribbean Star Airlines ,CARIB STAR 
CRB ,Caricom Airways ,CARIBBEAN COMMUTER 
CRT ,Caribintair ,CARIBINTAIR 
CVG ,Carill Aviation ,CARILL 
KRP ,Carpatair ,CARPATAIR 
CRR ,Carranza ,CARRANZA 
ULS ,Carroll Air Service ,ULSTER 
CMT ,Casement Aviation ,CASEMENT 
CSO ,Casino Airline ,CASAIR 
CSP ,Casper Air Service ,CASPER AIR 
CPN ,Caspian Airlines ,CASPIAN 
CSJ ,Castle Aviation ,CASTLE 
CAZ ,Cat Aviation ,EUROCAT 
CBT ,Catalina Flying Boats ,CATALINA AIR 
TEX ,Catex ,CATEX 
HDA ,Cathay Dragon ,DRAGON 
CPA ,Cathay Pacific ,CATHAY 
CJR ,Caverton Helicopters ,CAVERTON AIR 
CAY ,Cayman Airways ,CAYMAN 
CEB ,Cebu Pacific ,CEBU 
CIL ,Cecil Aviation ,CECIL 
CEG ,Cega Aviation ,CEGA 
CEC ,Celtic Airways ,CELTAIR 
CWE ,Celtic West ,CELTIC 
CEV ,Centre d'Essais en Vol ,CENTEV 
CNL ,Centennial Airlines ,WYO-AIR 
CNS ,Cobalt Air LLC ,CHRONOS 
CVO ,Center Vol ,CENTERVOL 
CTS ,Center-South ,CENTER-SOUTH 
CET ,Centrafrican Airlines ,CENTRAFRICAIN 
CAX ,Central Air Express ,CENTRAL EXPRESS 
CTL ,Central Airlines ,CENTRAL COMMUTER 
CNY ,Central Airways ,CENTRAL LEONE 
ACN ,Central American Airlines ,AEROCENTRO 
YOG ,Central Aviation ,YOGAN AIR 
DRN ,Central De Discos De Reynosa ,DISCOS REYNOSA 
CMA ,Central European Airlines ,EUROCENTRAL 
CHA ,Central Flying Service ,CHARTER CENTRAL 
CEM ,Central Mongolia Airways ,CENTRAL MONGOLIA 
GLR ,Central Mountain Air ,GLACIER 
CSI ,Central Skyport ,SKYPORT 
CLW ,Centralwings ,CENTRALWINGS 
DTV ,Centre Airlines ,DUTCH VALLEY 
CGS ,Centre of Applied Geodynamica ,GEO CENTRE 
CVC ,Centre-Avia ,AVIACENTRE 
CCV ,Centro De Helicopteros Corporativos ,HELICORPORATIVO 
ACF ,Centro de Formación Aeronáutica de Canarias ,FORCAN 
CWC ,Centurion Air Cargo ,CHALLENGE CARGO 
URY ,Century Aviation ,CENTURY AVIA 
CER ,Cetraca Aviation Service ,CETRACA 
IRU ,Chabahar Airlines ,CHABAHAR 
CLG ,Chalair Aviation ,CHALLAIR 
CHK ,Chalk's International Airlines ,CHALKS 
CLS ,Challenge Air Transport ,AIRISTO 
CHS ,Challenge Aviation ,CHALLENGE AVIATION 
OFF ,Challenge International Airlines ,CHALLENGE AIR 
CHG ,Challenge Aero ,SKY CHALLENGER 
CPH ,Champagne Airlines ,CHAMPAGNE 
CCP ,Champion Air ,CHAMPION AIR 
NCH ,Chanchangi Airlines ,CHANCHANGI 
CGN ,Chang An Airlines ,CHANGAN 
CHN ,Channel Island Aviation ,CHANNEL 
WML ,Chantilly Air ,MARLIN 
CPL ,Chaparral Airlines ,CHAPARRAL 
CSU ,Chari Aviation Services ,CHARI SERVICE 
CAH ,Charlan Air Charter ,CHARLAN 
HMD ,Charlie Hammonds Flying Service ,HAMMOND 
CHW ,Charter Air ,CHARTER WIEN 
HRT ,Chartright Air ,CHARTRIGHT 
CHQ ,Chautauqua Airlines ,CHAUTAUQUA 
CBB ,Cheboksary Airenterprise JSC ,CHEBAIR 
CHZ ,Cherline ,CHERL 
CMK ,Chernomor-Avia ,CHERAVIA 
CBM ,Cherokee Express ,BLUE MAX 
CCY ,Cherry Air ,CHERRY 
CAB ,Chesapeake Air Service ,CHESAPEAKE AIR 
CVR ,Chevron U.S.A ,CHEVRON 
CYA ,Cheyenne Airways ,CHEYENNE AIR 
CGO ,Chicago Air ,WILD ONION 
WDY ,Chicago Jet Group ,WINDY CITY 
RAT ,Chief Rat Flight Services ,RIVERRAT 
CCH ,Chilchota Taxi Aéreo ,CHILCHOTA 
DES ,Chilcotin Caribou Aviation ,CHILCOTIN 
CAD ,Chilliwack Aviation ,CHILLIWACKAIR 
ETN ,Chim-Nir Aviation ,CHIMNIR 
CAL ,China Airlines ,DYNASTY 
CKK ,China Cargo Airlines ,CARGO KING 
CES ,China Eastern Airlines ,CHINA EASTERN 
HXA ,China Express Airlines ,CHINA EXPRESS 
CFA ,China Flying Dragon Aviation ,FEILONG 
CTH ,China General Aviation Corporation ,TONGHANG 
CAG ,China National Aviation Corporation ,CHINA NATIONAL 
CBF ,China Northern Airlines ,CHINA NORTHERN 
CNW ,China Northwest Airlines ,CHINA NORTHWEST 
CHC ,China Ocean Helicopter Corporation ,CHINA HELICOPTER 
CYZ ,China Postal Airlines ,CHINA POST 
CSN ,China Southern Airlines ,CHINA SOUTHERN 
CXN ,China Southwest Airlines ,CHINA SOUTHWEST 
CUA ,China United Airlines ,LIANHANG 
CXH ,China Xinhua Airlines ,XINHUA 
CYH ,China Yunnan Airlines ,YUNNAN 
CGU ,Chinguetti Airlines ,CHINGUETTI 
CEP ,Chipola Aviation ,CHIPOLA 
CPW ,Chippewa Air Commuter ,CHIPPEWA-AIR 
CHF ,Chitaavia ,CHITA 
CQN ,Chongqing Airlines ,CHONG QING 
CAS ,Christman Air System ,CHRISTMAN 
OEC ,Christophorus Flugrettungsverein ,CHRISTOPHORUS 
CHO ,Chrome Air Services ,CHROME AIR 
CHU ,Church Aircraft ,CHURCHAIR 
CIU ,Cielos Airlines ,CIELOS 
CIM ,Cimber Sterling ,CIMBER 
CIN ,Cinnamon Air ,CINNAMON 
RRU ,Cirrus ,HELICIRRUS 
NTS ,Cirrus Air ,NITE STAR 
RUS ,Cirrus Airlines ,CIRRUS AIR 
FIV ,CitationAir ,FIVE STAR 
HZX ,Citic General Aviation ,ZHONGXIN 
SDR ,City Airline ,SWEDESTAR 
CIX ,City Connexion Airlines ,CONNEXION 
BCY ,CityJet ,CITY-IRELAND 
CAQ ,Cityair (Chester) Limited ,AIR CHESTER 
CII ,Cityfly ,CITYFLY 
CFE ,CityFlyer Express ,FLYER 
CNB ,Cityline Hungary ,CITYHUN 
HSR ,Citylink Airlines ,HOOSIER 
CIW ,Civair Airways ,CIVFLIGHT 
CAP ,Civil Air Patrol ,CAP 
CAT ,Civil Air Transport ,Mandarin 
CIA ,Civil Aviation Authority ,CALIMERA 
CIV ,Civil Aviation Authority of New Zealand ,CIVAIR 
CBA ,Civil Aviation Inspectorate of the Czech Republic ,CALIBRA 
FMC ,Claessens International Limited ,CLAESSENS 
CLK ,Clark Aviation ,CLARKAIR 
CSF ,Clasair ,CALEDONIAN 
CLY ,Clay Lacy Aviation ,CLAY-LACY 
CGK ,Click Airways ,CLICK AIR 
CLZ ,Cloud 9 Air Charters ,CLOUDLINE 
CLD ,Clowes Estates Limited ,CLOWES 
SDJ ,Club 328 ,SPACEJET 
ISG ,Club Air ,CLUBAIR 
CST ,Coast Air ,COAST CENTER 
TCL ,Coastal Air Transport ,TRANS COASTAL 
CNG ,Coastal Airways ,SID-AIR 
CSV ,Coastal Travels ,COASTAL TRAVEL 
CHL ,Cohlmia Aviation ,COHLMIA 
OLR ,Colaéreos ,COLAEREOS 
CLE ,Colemill Enterprises ,COLEMILL 
CJC ,Colgan Air ,COLGAN 
CAE ,Colibri Aviation ,HUMMINGBIRD 
WCO ,Columbia Helicopters ,COLUMBIA HELI 
KLR ,Columbus Air Transport ,KAY-LER 
GHP ,Colvin Aviation ,GRASSHOPPER EX 
COM ,Comair ,COMAIR 
CAW ,Comair ,COMMERCIAL 
GCM ,Comair Flight Services ,GLOBECOM 
CDE ,Comed Group ,COMEX 
CVV ,Comeravia ,COMERAVIA 
CRS ,Comercial Aérea ,COMERCIAL AEREA 
CMG ,Comet Airlines ,SUNSPY 
FYN ,Comfort Air ,FLYNN 
CMJ ,Comfort Jet Services ,COMFORT JET 
CLA ,Comlux Aviation ,COMLUX 
CMH ,Commair Aviation ,COMMODORE 
CTM ,Commandement Du Transport Aerien Militaire Francais ,COTAM 
CML ,Commander Air Charter ,COMMANDAIR 
CRM ,Commander Mexicana ,COMMANDERMEX 
CMS ,Commercial Aviation ,ACCESS 
CJS ,Commonwealth Jet Service ,COMMONWEALTH 
UCA ,CommutAir ,COMMUTAIR 
CWK ,Comores Airlines ,CONTICOM 
CGR ,Compagnia Generale Ripreseaeree ,COMPRIP 
CMM ,Compagnie Aérienne du Mali ,CAMALI 
GIC ,Compagnie de Bauxites de Guinee ,CEBEGE 
ATF ,Compañía Aerotécnicas Fotográficas ,AEROTECNICAS 
LCT ,Compañía De Actividades Y Servicios De Aviación ,STELLAIR 
EJV ,Compania Ejecutiva ,EJECUTIVA 
HSE ,Compania Helicopteros Del Sureste ,HELISURESTE 
MDR ,Compania Mexicana De Aeroplanos ,AEROPLANOS 
MXC ,Compania Mexicargo ,MEXICARGO 
HSS ,Compañía Transportes Aéreos Del Sur ,TAS HELICOPTEROS 
TAV ,Compañía de Servicios Aéreos Tavisa ,TAVISA 
CYF ,Company Flight ,COMPANY FLIGHT 
CPZ ,Compass Airlines ,COMPASS ROSE 
CPS ,Compass International Airways ,COMPASS 
CRC ,Conair Aviation ,CONAIR-CANADA 
COD ,Concordavia ,CONCORDAVIA 
CNR ,Condor Aero Services ,CONAERO 
CIB ,Condor ,CONDOR BERLIN 
CFG ,Condor Flugdienst ,CONDOR 
COF ,Confort Air ,CONFORT 
CGA ,Congressional Air ,CONGRESSIONAL 
BSN ,Connectair Charters ,BASTION 
CAC ,Conquest Airlines ,CONQUEST AIR 
CXO ,Conroe Aviation Services ,CONROE AIR 
VCH ,Consorcio Helitec ,CONSORCIO HELITEC 
UZA ,Constanta Airline ,CONSTANTA 
KIS ,Contactair ,CONTACTAIR 
COA ,Continental Airlines ,CONTINENTAL 
CMI ,Continental Micronesia ,AIR MIKE 
CON ,Continental Oil ,CONOCO 
VCV ,Conviasa ,CONVIASA 
CKA ,Cook Inlet Aviation ,COOK-AIR 
SVY ,Cooper Aerial Surveys ,SURVEYOR 
CMP ,Copa Airlines ,COPA 
CAT ,Copenhagen Air Taxi ,AIRCAT 
COP ,Copper State Air Service ,COPPER STATE 
AAQ ,Copterline ,COPTERLINE 
CCW ,Central Charter ,CENTRAL CHARTER 
CAI ,Corendon Airlines ,CORENDON 
CND ,Corendon Dutch Airlines ,DUTCH CORENDON 
CRA ,Coronado Aerolíneas ,CORAL 
CPB ,Corpac Canada ,PENTA 
CNC ,Corporación Aéreo Cencor ,CENCOR 
CPG ,Corporacion Aeroangeles ,CORPORANG 
CPT ,Corporate Air ,AIR SPUR 
CPR ,Corporate Air ,CORPAIR 
CPO ,Corporate Aircraft Company ,MOKAN 
COO ,Corporate Airlink ,CORPORATE 
CKE ,Corporate Aviation Services ,CHECKMATE 
VHT ,Corporate Flight International ,VEGAS HEAT 
VTE ,Corporate Flight Management ,VOLUNTEER 
CJI ,Corporate Jets ,SEA JET 
CRL ,Corsairfly ,CORSAIR 
CCM ,Corse Méditerranée ,CORSICA 
COZ ,Cosmic Air ,COSMIC AIR 
CHI ,Cougar Helicopters ,COUGAR 
MGB ,Coulson Flying Service ,MOCKINGBIRD 
CIK ,Country International Airlines ,COUNTRY AIR 
CSD ,Courier Services ,DELIVERY 
CUT ,Court Helicopters ,COURT AIR 
OU ,Court Line ,COURTLINE 
CVL ,Coval Air ,COVAL 
COW ,COWI ,COWI 
COY ,Coyne Aviation ,COYNE AIR 
CFD ,Cranfield University ,AERONAUT 
CRE ,Cree Airways ,CREE AIR 
ELM ,Crelam ,CRELAM 
CAN ,Crest Aviation ,CREST 
KRM ,Crimea Universal Avia ,TRANS UNIVERSAL 
CTN ,Croatia Airlines ,CROATIA 
HRZ ,Croatian Air Force ,CROATIAN AIRFORCE 
CRX ,Cross Aviation ,CROSSAIR 
ECC ,Crossair Europe ,Cigogne 
CWX ,Crow Executive Air ,CROW EXPRESS 
CKR ,Crown Air Systems ,CROWN AIR 
CRO ,Crown Airways ,CROWN AIRWAYS 
CRW ,Crownair ,REGAL 
VCR ,Cruiser Linhas Aéreas ,VOE CRUISER 
CTY ,Cryderman Air Service ,CENTURY 
CYT ,Crystal Shamrock Airlines ,CRYSTAL-AIR 
IRO ,CSA Air ,IRON AIR 
CUB ,Cubana de Aviación ,CUBANA 
CTF ,Cutter Aviation ,CUTTER FLIGHT 
CBL ,Cumberland Airways (Nicholson Air Service) ,CUMBERLAND 
CTT ,Custom Air Transport ,CATT 
RGN ,Cygnus Air ,CYGNUS AIR 
CYC ,Cyprair Tours ,CYPRAIR 
CYS ,Cypress Airlines ,SKYBIRD 
CYP ,Cyprus Airways ,CYPRUS 
KYV ,Cyprus Turkish Airlines ,AIRKIBRIS 
CEF ,Czech Air Force ,CZECH AIR FORCE 
AHD ,Czech Air Handling ,AIRHANDLING 
CSA ,Czech Airlines ,CSA 
CIE ,Czech Government Flying Service ,CZECH REPUBLIC 
CDC ,CDI Cargo Airlines ,HUALONG 
HNL ,CHC Helicopters Netherlands ,MAPLELEAF 
KEM ,CemAir ,CEMAIR 
JLH ,Centro de Servicio Aeronautico ,CESA 
FCB ,Cobalt ,NEW AGE 
CVK ,CAVOK Airlines ,CARGO LINE 
CLI ,Clickair ,CLICKJET 
CHB ,West Air (China) ,WEST CHINA 
ABA ,Aero-Beta ,Aerobeta 
DJT ,Dreamjet ,DREAMJET 
DPJ ,Delta Private Jets ,JET CARD 
DJR ,Desert Jet ,DESERT FLIGHT 
DLA ,Air Dolomiti ,DOLOMITI 
DLC ,Dehong South Asian General Aviation ,SOARCOPTER 
DMF ,DMCFLY ,DEMLY 
NAU ,Danaus Lineas Aereas ,DANAUS 
DDA ,D & D Aviation ,DUSTY 
DNK ,D&K Aviation ,DIRECT JET 
VPA ,DanubeWings ,VIP TAXI 
DHE ,DAP Helicopteros ,HELIDAP 
VLF ,DFS UK Limited ,VOLANTE 
DSR ,DAS Air Cargo ,DAIRAIR 
RKC ,DAS Airlines ,DAS CONGO 
DTR ,DAT Danish Air Transport ,DANISH 
ENT ,DAT Enterprise Limited ,DATENT 
BDN ,DERA Boscombe Down ,GAUNTLET 
DSN ,DESNA ,DESNA 
DET ,DETA Air ,SAMAL 
DGO ,DGO Jet ,DGO JET 
DAE ,DHL Aero Expreso ,YELLOW 
DHK ,DHL Air Limited ,WORLD EXPRESS 
DHV ,DHL Aviation ,WORLDSTAR 
DHX ,DHL International ,DILMUN 
RSK ,DSWA ,REDSKIN 
DAO ,Daallo Airlines ,DALO AIRLINES 
DAG ,Dagestan Airlines ,DAGAL 
DCS ,DC Aviation ,TWIN STAR 
DCX ,Daimler-Chrysler ,DAIMLER 
DLR ,Dala Air Services ,DALA AIR 
KHB ,Dalavia ,DALAVIA 
DXP ,Dallas Express Airlines ,DALLAS EXPRESS 
DAS ,Damascene Airways ,AIRDAM 
DSA ,Danbury Airways ,DANBURY AIRWAYS 
DOP ,Dancopter ,DANCOPTER 
DAF ,Danish Air Force ,DANISH AIRFORCE 
DAR ,Danish Army ,DANISH ARMY 
DNY ,Danish Navy ,DANISH NAVY 
DNU ,Danu Oro Transportas ,DANU 
DRT ,Darta ,DARTA 
DWT ,Darwin Airline ,DARWIN 
DSQ ,Dasab Airlines ,DASAB AIR 
DSH ,Dash Air Charter ,DASH CHARTER 
GOB ,Dash Aviation ,PILGRIM 
DGX ,Dasnair ,DASNA 
CVF ,Dassault Falcon Jet Corporation ,CLOVERLEAF 
DSO ,Dassault Falcon Service ,DASSAULT 
DTN ,Data International ,DATA AIR 
DAU ,Dauair ,DAUAIR 
DWN ,Dawn Air ,DAWN AIR 
DJS ,DayJet ,DAYJET 
DAY ,Daya Aviation ,DAYA 
DHC ,De Havilland ,DEHAVILLAND 
IAY ,Deadalos Flugtbetriebs ,IASON 
DAA ,Decatur Aviation ,DECUR 
DKN ,Deccan Charters ,DECCAN 
JDC ,Deere and Company ,JOHN DEERE 
DWR ,Delaware Skyways ,DELAWARE 
DEA ,Delta Aerotaxi ,JET SERVICE 
SNO ,Delta Air Charter ,SNOWBALL 
ELJ ,Delta Private Jets ,ELITE JET 
KMB ,Delta Engineering Aviation ,KEMBLEJET 
DLI ,Delta Express International ,DELTA EXPRESS 
DSU ,Delta State University ,DELTA STATE 
DNM ,Denim Air ,DENIM 
FEC ,Denver Express ,FALCON EXPRESS 
DJT ,Denver Jet ,DENVER JET 
FGC ,Departament d'Agricultura de la Generalitat de Catalunya ,FORESTALS 
DRY ,Deraya Air Taxi ,DERAYA 
MIZ ,Desarrollo Milaz ,MILAZ 
DTY ,Destiny Air Services ,DESTINY 
AMB ,Deutsche Rettungsflugwacht ,CIVIL AIR AMBULANCE 
LFO ,Deutsches Zentrum fur Luft-und Raumfahrt EV ,LUFO 
DIS ,Di Air ,DI AIR 
SPK ,Diamond Aviation ,SPARKLE 
DRB ,Didier Rousset Buy ,DIDIER 
DGT ,Digital Equipment Corporation ,DIGITAL 
DIP ,Diplomatic Freight Services ,DIPFREIGHT 
